level,cgpa,technical_skill,aptitude,certifications,projects,communication,target
College,8.95,68,65,1,10,63,Cybersecurity Analyst
College,9.95,58,78,7,1,86,Digital Marketing Specialist
College,6.92,78,69,0,7,82,Cloud Engineer
College,6.95,98,77,2,6,99,Project Manager
College,9.02,62,60,10,1,80,HR Executive
College,7.2,51,74,0,5,66,Web Developer
College,7.69,81,80,6,2,86,Business Analyst
College,7.15,79,95,6,1,64,Business Analyst
College,7.41,74,53,7,9,88,Business Analyst
College,8.37,58,63,0,2,51,AI Engineer
College,8.66,92,76,6,10,81,Software Engineer
College,7.51,76,92,9,5,55,Cybersecurity Analyst
College,6.15,75,72,4,0,90,Mobile App Developer
College,8.56,92,81,5,6,68,HR Executive
College,8.56,71,70,6,1,56,Digital Marketing Specialist
College,9.04,50,75,9,3,95,HR Executive
College,7.61,86,95,10,2,50,Business Analyst
College,9.94,67,58,2,8,52,Cybersecurity Analyst
College,9.13,86,84,7,4,51,Business Analyst
College,9.29,83,52,7,1,87,Software Engineer
College,6.24,77,94,10,2,70,Data Scientist
College,9.37,83,67,5,1,99,Software Engineer
College,8.54,62,93,7,9,83,Web Developer
College,9.54,50,87,3,4,65,Digital Marketing Specialist
College,6.63,92,93,0,4,56,Cloud Engineer
College,9.29,69,50,5,1,90,Mobile App Developer
College,6.71,77,59,7,6,63,HR Executive
College,9.13,86,50,9,6,97,Web Developer
College,8.51,51,57,8,4,97,Digital Marketing Specialist
College,6.06,64,62,4,8,63,Business Analyst
College,8.05,83,65,8,0,83,Digital Marketing Specialist
College,7.49,53,86,10,10,88,Cloud Engineer
College,8.59,85,70,7,7,58,Digital Marketing Specialist
College,8.47,87,65,10,8,58,Mobile App Developer
College,6.31,66,72,1,6,100,Cloud Engineer
College,6.05,98,66,0,3,93,Cloud Engineer
College,9.13,90,99,8,4,50,Project Manager
College,6.85,80,94,9,6,58,Mobile App Developer
College,6.69,50,55,9,5,57,Software Engineer
College,9.62,58,56,10,3,81,Software Engineer
College,8.69,73,52,6,5,96,AI Engineer
College,9.81,98,52,8,7,86,Business Analyst
College,8.88,66,67,7,2,76,Business Analyst
College,7.35,82,50,1,0,58,AI Engineer
College,7.47,86,88,6,4,98,Cybersecurity Analyst
College,8.93,63,60,7,1,57,Data Scientist
College,6.22,96,87,4,0,92,Digital Marketing Specialist
College,9.79,98,70,5,9,69,Software Engineer
College,8.86,76,71,3,0,99,Data Scientist
College,8.36,85,77,3,8,51,Cloud Engineer
College,6.03,81,67,3,5,64,AI Engineer
College,9.79,69,50,6,0,51,Digital Marketing Specialist
College,9.38,99,94,4,1,59,AI Engineer
College,8.2,94,64,8,5,54,Web Developer
College,7.95,92,94,3,1,70,Software Engineer
College,6.59,67,75,7,5,89,Web Developer
College,6.86,82,84,6,9,58,Cloud Engineer
College,6.65,67,89,10,10,99,Business Analyst
College,6.71,96,80,5,8,86,AI Engineer
College,8.38,90,69,2,9,58,Data Scientist
College,8.96,57,79,3,8,76,Business Analyst
College,8.31,51,96,8,5,80,Business Analyst
College,7.81,89,63,4,8,65,Data Scientist
College,6.23,67,56,3,5,53,AI Engineer
College,8.29,86,97,7,9,59,Web Developer
College,7.68,56,87,4,4,85,Mobile App Developer
College,7.13,55,64,2,6,63,Cloud Engineer
College,9.39,89,62,7,1,62,Business Analyst
College,9.78,75,77,7,0,87,HR Executive
College,9.15,67,72,7,1,63,Web Developer
College,8.4,95,97,0,6,62,Data Scientist
College,9.87,78,89,10,2,63,HR Executive
College,8.3,74,92,7,8,58,Mobile App Developer
College,6.78,55,91,8,2,70,Digital Marketing Specialist
College,7.33,88,51,2,10,92,Project Manager
College,6.89,76,70,7,9,60,Mobile App Developer
College,9.81,83,85,5,4,70,Business Analyst
College,9.79,60,93,10,5,61,AI Engineer
College,9.73,52,60,3,7,56,Software Engineer
College,6.2,83,57,0,5,96,Web Developer
College,7.93,68,76,2,0,74,AI Engineer
College,6.04,89,91,2,6,54,Project Manager
College,6.96,68,89,0,10,96,Business Analyst
College,8.11,83,96,1,3,67,HR Executive
College,6.47,98,89,4,10,60,Software Engineer
College,8.57,98,56,8,4,62,Data Scientist
College,9.96,95,97,10,5,59,Cybersecurity Analyst
College,9.85,54,91,3,6,64,Digital Marketing Specialist
College,9.31,86,71,9,6,79,Mobile App Developer
College,9.55,95,71,4,8,65,Project Manager
College,8.1,90,55,7,10,55,Software Engineer
College,9.46,69,78,0,9,56,Digital Marketing Specialist
College,8.36,95,57,3,6,76,Mobile App Developer
College,9.91,55,96,4,5,90,Digital Marketing Specialist
College,8.26,76,74,10,2,80,Software Engineer
College,6.86,51,52,1,3,88,Project Manager
College,7.52,88,52,9,7,92,Data Scientist
College,6.67,72,92,7,3,72,HR Executive
College,7.37,68,83,9,5,93,Business Analyst
College,9.8,93,56,6,3,92,Cloud Engineer
College,8.49,77,79,9,8,54,Cloud Engineer
College,9.31,77,50,9,8,82,Project Manager
College,9,62,83,0,7,62,Cybersecurity Analyst
College,8.37,91,52,10,0,63,Cybersecurity Analyst
College,8.71,50,77,10,0,79,Business Analyst
College,6.77,63,76,4,4,63,HR Executive
College,8.52,87,95,0,6,68,AI Engineer
College,9.22,54,59,5,9,57,Data Scientist
College,9.99,72,68,6,5,68,Digital Marketing Specialist
College,6.4,71,67,5,5,87,Software Engineer
College,6.07,81,94,8,10,88,HR Executive
College,8.86,91,55,7,2,56,Digital Marketing Specialist
College,9.14,72,76,6,2,78,Data Scientist
College,8.53,77,57,2,9,68,Mobile App Developer
College,7.22,71,51,6,2,85,Software Engineer
College,8.92,55,73,5,0,94,Business Analyst
College,9.77,87,62,8,8,100,Project Manager
College,7.36,50,60,5,8,54,Digital Marketing Specialist
College,8.54,77,55,9,6,72,Data Scientist
College,7.62,51,53,10,2,69,AI Engineer
College,9.74,98,89,6,7,54,Project Manager
College,9.65,92,95,6,7,88,Digital Marketing Specialist
College,9.18,95,97,9,1,100,AI Engineer
College,6.79,74,90,5,1,70,Mobile App Developer
College,9.73,70,55,6,3,73,Cybersecurity Analyst
College,8.04,94,91,6,6,88,Data Scientist
College,9.46,55,65,0,8,90,Web Developer
College,8.93,63,55,3,2,80,Mobile App Developer
College,9.88,62,60,5,4,56,Data Scientist
College,9.61,88,81,9,1,61,Project Manager
College,6.72,51,63,6,4,59,Web Developer
College,9.51,83,68,3,4,82,Data Scientist
College,8.68,93,93,2,3,92,HR Executive
College,6.8,74,72,9,9,98,Cybersecurity Analyst
College,8.03,70,89,10,9,76,HR Executive
College,9.69,84,60,10,7,67,Cybersecurity Analyst
College,7.69,60,71,3,7,67,Project Manager
College,6.83,82,64,7,2,85,Cybersecurity Analyst
College,7.52,66,79,10,4,90,Cybersecurity Analyst
College,6.23,93,99,7,8,51,Cloud Engineer
College,9.43,73,54,10,3,59,Business Analyst
College,8.87,74,81,0,10,83,Mobile App Developer
College,7.84,57,87,4,5,76,AI Engineer
College,6.44,64,54,1,5,93,Digital Marketing Specialist
College,9.88,81,69,4,6,87,Cybersecurity Analyst
College,9.89,100,59,5,5,77,Cybersecurity Analyst
College,6.34,90,63,3,1,64,Digital Marketing Specialist
College,8.14,93,50,2,3,85,HR Executive
College,6.47,85,91,5,2,72,HR Executive
College,9.72,54,63,1,9,86,Cloud Engineer
College,7.79,72,88,1,3,94,Software Engineer
College,8.48,53,76,1,2,53,Cybersecurity Analyst
College,9.33,75,62,7,4,55,Cybersecurity Analyst
College,7.75,52,79,6,1,58,Web Developer
College,6.28,89,62,2,0,57,Business Analyst
College,6.74,61,86,9,8,75,Data Scientist
College,9.05,60,68,6,3,73,Software Engineer
College,7.55,97,96,9,1,81,Data Scientist
College,9.58,94,89,3,7,63,Data Scientist
College,8.25,97,99,4,2,81,Digital Marketing Specialist
College,8.42,67,65,9,6,57,Mobile App Developer
College,8.74,74,63,9,7,95,Software Engineer
College,8.24,89,55,1,4,83,Data Scientist
College,6.96,71,51,6,9,93,AI Engineer
College,7.62,57,95,2,5,64,Web Developer
College,8.84,53,65,3,8,51,Project Manager
College,7.1,64,73,4,7,95,Cybersecurity Analyst
College,6.34,60,51,10,10,54,Web Developer
College,8.9,71,61,9,3,52,AI Engineer
College,7.29,100,99,7,5,56,HR Executive
College,8.96,88,95,1,5,59,Project Manager
College,9.48,91,77,5,9,84,AI Engineer
College,8.07,58,98,1,3,79,Data Scientist
College,6.74,89,100,5,6,92,AI Engineer
College,8.03,94,70,2,8,84,Business Analyst
College,6.78,54,88,5,10,52,Cloud Engineer
College,6.22,50,73,2,1,70,AI Engineer
College,7.12,82,67,8,1,72,Web Developer
College,9.83,61,85,0,6,63,Web Developer
College,8.15,75,69,6,7,69,Business Analyst
College,8.32,76,76,6,8,81,Project Manager
College,7.3,93,59,9,6,74,Cloud Engineer
College,6.73,90,65,2,10,71,Software Engineer
College,7.97,82,73,7,2,57,AI Engineer
College,6.51,77,83,7,9,92,Mobile App Developer
College,8.36,94,53,1,3,51,Digital Marketing Specialist
College,9.33,97,63,8,4,99,Software Engineer
College,8.2,74,76,2,5,61,Web Developer
College,7.58,79,53,2,8,57,Business Analyst
College,7.04,96,61,4,1,81,Mobile App Developer
College,9.26,65,74,2,8,62,HR Executive
College,9.95,52,82,6,6,97,Digital Marketing Specialist
College,8.53,95,83,10,8,66,Project Manager
College,9.92,62,86,6,7,97,Project Manager
College,6.81,81,90,5,10,96,Cloud Engineer
College,7.69,93,69,9,4,96,Cloud Engineer
College,7.51,87,56,7,9,95,Digital Marketing Specialist
College,7,61,62,8,0,72,Data Scientist
College,6.6,89,100,9,4,90,Mobile App Developer
College,7.08,96,59,5,3,66,Software Engineer
College,8.66,87,94,4,2,63,Project Manager
College,7.72,80,55,6,9,95,HR Executive
College,7.22,85,50,8,4,60,Data Scientist
College,7.29,94,54,2,2,89,Web Developer
College,7.13,96,76,3,10,52,Data Scientist
College,8.37,93,80,9,3,83,Web Developer
College,10,69,91,3,5,78,Mobile App Developer
College,7.86,77,95,1,10,80,Data Scientist
College,7.33,87,82,0,8,79,Software Engineer
College,6.56,99,87,2,3,69,Web Developer
College,8.08,77,50,10,9,64,Web Developer
College,9.93,59,83,7,3,97,Cybersecurity Analyst
College,9.69,89,60,1,2,85,HR Executive
College,6.88,78,71,2,4,80,Cloud Engineer
College,8.83,94,95,2,4,59,Software Engineer
College,6.33,77,78,0,0,59,Project Manager
College,8.02,96,54,6,10,82,Cloud Engineer
College,9.44,81,74,10,1,90,AI Engineer
College,9.54,94,83,0,1,72,Mobile App Developer
College,8.66,69,53,6,7,88,Cloud Engineer
College,6.27,51,99,6,5,61,Web Developer
College,8.21,88,63,1,5,86,Data Scientist
College,9.7,73,89,0,4,95,AI Engineer
College,8.09,55,74,2,0,75,Digital Marketing Specialist
College,8.91,92,86,3,0,86,Business Analyst
College,7.53,76,96,1,3,91,AI Engineer
College,7.08,68,71,5,5,93,Cloud Engineer
College,9.02,64,78,0,6,62,Mobile App Developer
College,9.04,88,61,3,4,56,Cloud Engineer
College,7.62,62,50,8,9,67,Web Developer
College,6.9,80,86,0,1,71,Business Analyst
College,6.04,51,80,6,10,73,Business Analyst
College,9.7,91,73,8,8,55,Data Scientist
College,7.91,54,70,4,7,96,Digital Marketing Specialist
College,8.28,66,52,4,5,100,Digital Marketing Specialist
College,8.48,51,53,0,6,60,AI Engineer
College,6.08,70,65,7,6,58,Data Scientist
College,7.64,68,91,1,3,99,Cloud Engineer
College,7.69,68,84,9,2,52,HR Executive
College,9.62,80,85,7,9,59,HR Executive
College,8.09,64,95,8,1,63,Cybersecurity Analyst
College,7.09,51,89,3,5,99,Cloud Engineer
College,9.29,74,80,5,7,69,Project Manager
College,7.22,65,78,3,8,81,Data Scientist
College,6.3,73,85,8,8,89,HR Executive
College,6.09,94,58,8,3,100,Software Engineer
College,8.97,55,55,3,6,86,AI Engineer
College,6.16,92,53,2,9,98,Digital Marketing Specialist
College,6.18,70,82,5,4,98,Software Engineer
College,7.15,97,84,8,6,91,HR Executive
College,9.42,52,69,2,3,71,AI Engineer
College,9.53,80,56,3,2,67,HR Executive
College,7.6,81,60,9,1,69,Cybersecurity Analyst
College,8.16,69,78,1,2,90,Digital Marketing Specialist
College,9.6,99,97,1,9,97,Cloud Engineer
College,9.57,64,91,0,10,81,AI Engineer
College,9,50,68,6,6,77,Mobile App Developer
College,8.1,53,94,0,4,97,Cybersecurity Analyst
College,7.07,57,50,8,1,81,Cybersecurity Analyst
College,9.23,68,80,3,4,100,Business Analyst
College,8.52,68,52,4,6,97,Business Analyst
College,6.59,98,51,10,9,58,Web Developer
College,7.85,50,82,0,8,86,Cybersecurity Analyst
College,9.06,80,74,5,10,89,Digital Marketing Specialist
College,8.42,76,99,10,8,96,Mobile App Developer
College,9.14,88,62,8,6,85,Web Developer
College,8.65,75,52,2,1,67,Business Analyst
College,9.2,50,77,7,0,64,Digital Marketing Specialist
College,9.57,53,56,7,1,79,Business Analyst
College,6.95,98,80,6,10,53,HR Executive
College,8.43,66,74,6,5,75,Web Developer
College,7.1,59,87,4,7,86,Mobile App Developer
College,7.47,52,100,1,8,68,Project Manager
College,8.16,56,73,7,5,92,Digital Marketing Specialist
College,7.28,89,73,1,1,50,Cloud Engineer
College,7.12,75,92,8,0,95,Data Scientist
College,6.67,53,92,4,6,87,Cybersecurity Analyst
College,8.84,62,60,9,6,81,Project Manager
College,9.88,58,92,8,1,90,Business Analyst
College,8.98,54,87,5,8,70,Data Scientist
College,8.16,73,69,10,2,56,AI Engineer
College,9.24,81,91,1,8,85,HR Executive
College,6.63,71,59,2,6,81,Cloud Engineer
College,9.66,67,76,8,1,50,HR Executive
College,7.05,75,89,9,10,77,Web Developer
College,6.68,78,71,0,9,52,Digital Marketing Specialist
College,6.57,53,87,9,9,80,Cloud Engineer
College,7.51,83,92,1,0,65,Business Analyst
College,6.47,100,57,7,8,92,Web Developer
College,9.13,78,57,10,6,65,Data Scientist
College,9.37,77,94,4,7,56,Cloud Engineer
College,6.19,92,51,3,0,67,Cloud Engineer
College,7.29,72,84,4,5,100,Software Engineer
College,8.65,63,82,2,5,80,HR Executive
College,9.67,66,85,5,4,59,Software Engineer
College,8.03,83,85,5,3,92,Data Scientist
College,7.29,90,59,2,7,97,Software Engineer
College,8.54,84,81,2,2,65,HR Executive
College,7.07,94,100,10,0,96,HR Executive
College,7.23,73,93,4,9,54,Cloud Engineer
College,6.97,91,68,8,2,65,Cybersecurity Analyst
College,8.82,69,57,2,1,93,HR Executive
College,7.34,61,59,9,4,58,Digital Marketing Specialist
College,9.4,63,57,7,1,75,Data Scientist
College,9.26,59,75,6,3,63,Cybersecurity Analyst
College,8.13,94,88,2,4,65,Software Engineer
College,9.18,97,84,1,4,79,Project Manager
College,6.35,92,53,8,3,94,Cybersecurity Analyst
College,9.96,58,61,0,10,70,HR Executive
College,9.52,52,88,6,6,54,Web Developer
College,7.32,81,58,6,6,80,Cybersecurity Analyst
College,6.02,61,96,5,8,68,Web Developer
College,9.86,93,60,1,10,61,Mobile App Developer
College,8.45,87,73,5,1,98,AI Engineer
College,6.41,91,90,0,5,80,Cybersecurity Analyst
College,8.06,89,80,8,7,68,Cloud Engineer
College,7.58,91,78,8,3,99,Cybersecurity Analyst
College,7.01,69,53,5,0,87,Project Manager
College,8.46,88,54,10,8,82,HR Executive
College,6.47,62,95,5,7,57,Digital Marketing Specialist
College,8.93,66,72,7,9,97,Software Engineer
College,8.18,98,98,1,5,74,Mobile App Developer
College,8.52,98,70,0,8,67,Cybersecurity Analyst
College,8.86,90,82,2,3,76,HR Executive
College,9.09,78,69,6,7,92,Web Developer
College,7.28,61,64,7,5,94,AI Engineer
College,7.83,73,92,7,3,69,Cloud Engineer
College,9.15,99,86,6,6,78,Business Analyst
College,7.43,69,99,2,0,98,Software Engineer
College,6.14,60,89,6,9,61,Software Engineer
College,9.69,72,78,9,3,58,HR Executive
College,6.45,85,90,5,8,54,Web Developer
College,8.07,93,81,7,2,84,AI Engineer
College,6.63,83,95,6,6,82,Web Developer
College,9.02,71,68,9,4,56,HR Executive
College,7.01,61,50,6,4,86,AI Engineer
College,7.23,92,79,0,10,92,Software Engineer
College,6.6,86,57,2,1,50,Cloud Engineer
College,6.1,98,83,2,2,63,Digital Marketing Specialist
College,7.1,61,88,0,4,95,Cloud Engineer
College,8.38,60,84,2,5,68,HR Executive
College,7.45,83,65,5,1,57,Business Analyst
College,9.31,84,70,2,9,72,Data Scientist
College,8.25,70,58,3,8,75,Data Scientist
College,8.26,77,60,4,6,53,HR Executive
College,8.12,52,90,6,6,77,Project Manager
College,9.18,94,95,5,10,76,Cloud Engineer
College,7.83,76,79,6,1,72,Digital Marketing Specialist
College,9.88,85,95,10,2,93,Cybersecurity Analyst
College,6.22,96,86,5,4,77,Data Scientist
College,6.2,95,79,1,9,84,Cybersecurity Analyst
College,7.51,88,70,1,6,81,Web Developer
College,9.72,59,91,10,5,81,HR Executive
College,6.05,57,65,1,1,80,Data Scientist
College,7.87,71,93,7,7,75,Software Engineer
College,9.55,86,74,2,2,89,HR Executive
College,7.64,82,50,9,6,88,Data Scientist
College,7.73,89,85,8,9,73,Digital Marketing Specialist
College,7.16,81,75,0,5,74,Web Developer
College,9.39,79,72,8,1,93,Project Manager
College,9.57,61,68,7,8,95,Web Developer
College,8.61,76,90,8,8,100,Cybersecurity Analyst
College,8.9,67,89,8,4,89,Cloud Engineer
College,7.13,59,97,3,8,55,Business Analyst
College,7.77,79,76,10,10,70,Web Developer
College,6.49,77,57,4,7,82,Mobile App Developer
College,6.78,59,97,9,6,83,AI Engineer
College,7.52,62,52,0,4,83,Cloud Engineer
College,8.01,98,90,6,2,86,Software Engineer
College,8.84,75,75,2,0,83,Mobile App Developer
College,9.62,80,50,8,4,94,Data Scientist
College,6.28,81,89,3,7,63,Digital Marketing Specialist
College,7.86,59,64,5,10,55,Cloud Engineer
College,6.75,60,94,10,4,58,Web Developer
College,6.32,57,76,5,10,85,Project Manager
College,8.59,56,74,7,3,64,Project Manager
College,8.67,54,81,0,7,70,Cybersecurity Analyst
College,7.24,74,55,8,7,56,AI Engineer
College,8.4,66,75,6,9,89,Cloud Engineer
College,9.4,91,68,1,9,62,HR Executive
College,7.93,77,78,4,1,67,AI Engineer
College,8.98,77,95,1,8,94,Mobile App Developer
College,9.34,71,94,7,8,54,Software Engineer
College,7.1,76,70,1,7,72,Business Analyst
College,8.78,77,62,4,0,72,AI Engineer
College,6.92,51,61,3,3,66,Data Scientist
College,6.92,80,80,4,10,91,Cybersecurity Analyst
College,6.68,79,84,5,8,53,Cloud Engineer
College,8.73,70,92,6,7,92,Mobile App Developer
College,9.09,56,82,3,1,75,Business Analyst
College,9.74,59,75,5,6,73,Software Engineer
College,9.99,66,80,7,7,74,Web Developer
College,6.47,79,51,1,3,96,Web Developer
College,8.58,97,97,6,1,88,Web Developer
College,8.07,100,66,1,10,66,Mobile App Developer
College,7.04,61,66,0,10,51,Mobile App Developer
College,7.03,66,79,4,4,71,Cloud Engineer
College,9.99,55,99,2,5,63,Project Manager
College,9.98,64,87,3,10,50,Web Developer
College,9.32,75,76,0,10,64,Data Scientist
College,7.7,58,58,9,2,79,Digital Marketing Specialist
College,7.56,95,90,7,3,95,Software Engineer
College,7.49,80,71,1,3,84,Cloud Engineer
College,8.34,59,78,10,7,58,Mobile App Developer
College,9.31,77,83,5,0,60,Cybersecurity Analyst
College,6.27,51,64,3,7,87,HR Executive
College,6.17,98,99,6,0,99,AI Engineer
College,8.47,79,100,2,4,63,Digital Marketing Specialist
College,7.83,89,73,4,10,81,AI Engineer
College,9.31,69,93,6,10,58,Data Scientist
College,7.21,88,59,7,6,78,Web Developer
College,9.2,72,97,1,9,69,AI Engineer
College,7.22,55,97,1,2,61,Mobile App Developer
College,6.14,85,85,3,1,50,Software Engineer
College,6.23,99,67,7,5,62,Business Analyst
College,7.14,84,68,6,0,64,Mobile App Developer
College,8.2,98,75,6,0,98,Mobile App Developer
College,8.04,92,86,6,6,82,Cybersecurity Analyst
College,6.11,77,78,0,4,67,Mobile App Developer
College,6.44,85,96,1,8,83,Web Developer
College,9.9,86,50,4,9,83,Cybersecurity Analyst
College,7.32,82,100,1,2,91,Business Analyst
